"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/2016","416.5","413.0","417.2","410.7","13.71K","0.86%"
"03/09/2016","412.9","411.4","414.5","407.8","9.03K","0.39%"
"03/08/2016","411.4","412.6","415.9","406.0","10.23K","-0.33%"
"03/07/2016","412.7","403.8","415.3","401.6","15.31K","2.18%"
"03/06/2016","403.9","397.4","409.5","392.0","19.71K","1.65%"
"03/05/2016","397.4","408.8","410.1","389.7","46.95K","-2.80%"
"03/04/2016","408.8","420.6","424.0","407.7","21.75K","-2.79%"
"03/03/2016","420.6","422.1","424.4","416.4","20.87K","-0.39%"
"03/02/2016","422.2","434.8","436.3","421.1","16.46K","-2.90%"
"03/01/2016","434.8","439.2","442.8","428.5","19.63K","-0.99%"
"02/29/2016","439.2","434.5","444.8","430.5","20.40K","1.08%"
"02/28/2016","434.5","434.2","437.8","422.1","19.86K","0.06%"
"02/27/2016","434.2","435.5","438.0","431.8","11.59K","-0.25%"
"02/26/2016","435.3","424.9","435.3","420.0","18.85K","2.45%"
"02/25/2016","424.9","426.4","430.0","419.5","13.60K","-0.35%"
"02/24/2016","426.4","421.4","427.5","410.7","22.43K","1.24%"
"02/23/2016","421.1","440.3","442.6","416.3","32.43K","-4.35%"
"02/22/2016","440.3","440.5","442.5","433.4","16.34K","-0.05%"
"02/21/2016","440.5","438.7","451.2","428.3","43.01K","0.41%"
"02/20/2016","438.7","419.8","445.0","419.7","47.48K","4.45%"
"02/19/2016","420.0","421.5","422.5","412.0","13.26K","-0.36%"
"02/18/2016","421.5","414.9","426.0","413.1","25.23K","1.60%"
"02/17/2016","414.9","407.3","421.7","405.3","30.40K","1.86%"
"02/16/2016","407.3","399.9","408.8","398.7","13.99K","1.84%"
"02/15/2016","399.9","408.3","412.5","395.4","30.13K","-2.06%"
"02/14/2016","408.3","393.0","408.7","393.0","29.47K","3.90%"
"02/13/2016","393.0","382.9","393.0","382.6","14.73K","2.61%"
"02/12/2016","383.0","378.0","383.5","377.1","10.15K","1.32%"
"02/11/2016","378.0","380.9","383.0","372.3","14.52K","-0.76%"
"02/10/2016","380.9","374.3","386.5","373.1","33.67K","1.85%"
"02/09/2016","374.0","370.5","377.6","370.3","9.08K","0.94%"
"02/08/2016","370.5","372.0","376.7","369.1","16.88K","-0.41%"
"02/07/2016","372.0","373.7","377.8","369.2","13.06K","-0.47%"
"02/06/2016","373.8","386.5","386.5","366.4","40.20K","-3.31%"
"02/05/2016","386.5","389.8","392.6","384.5","16.90K","-0.84%"
"02/04/2016","389.8","369.0","393.9","368.6","37.34K","5.64%"
"02/03/2016","369.0","372.9","374.0","366.0","13.20K","-1.05%"
"02/02/2016","372.9","371.4","374.8","369.9","10.44K","0.40%"
"02/01/2016","371.4","365.5","379.0","363.3","24.84K","1.62%"
"01/31/2016","365.5","377.0","378.9","362.6","14.85K","-3.04%"
"01/30/2016","377.0","377.6","380.5","374.0","10.50K","-0.18%"
"01/29/2016","377.6","378.4","385.3","360.2","62.20K","-0.20%"
"01/28/2016","378.4","394.7","395.5","375.6","25.03K","-4.20%"
"01/27/2016","395.0","391.3","397.0","389.7","8.54K","0.93%"
"01/26/2016","391.3","391.0","398.0","387.5","13.32K","0.09%"
